review_id,review_date,exp_date,sent_count,review_month,exp_month,review_body,Aspects,Sentiments,Opinion_Words,review_likes,author_loc,author_country,author_name
Taj_NEG_11,28-Feb-19,Dec-18,12,February,December,"Taj Mahal is nice enough but is about a two hour ride from Dehli to get there . Even though you are on a major highway , expect to weave around among the Indian traffic and animals . On the journey , take a face mask for the pollution . Factories and brick kilns because the air to look like fog but really is pollution . l There were about 10,000 people there that day to tour the Taj Mahal . People who look like obvious foreigners are required to buy the VIP pass . it is well worth it to pay the extra for a VIP pass because you go through a special faster line with fewer people to get into the grounds and later to get into the Taj Mahal itself . While it was pretty , I cannot say that it was enjoyable because of all the people . Once you are inside the Taj Mahal the VIP pass does not do anything for you . You will be 4 or 5 people across and back to back with those in front and behind you . Also , before you go through the paid gate , be on watch of your possessions . Lots of panhandlers aggressively hawking you .",,,,28,Texas,United States of America,Kathryn S
Taj_NEG_12,19-Feb-19,Feb-19,5,February,February,We were there in after noon by 2 p.m a huge crowd and just to avoid too many guides we hired 1 old age guy so that we can get good knowledge and view . My uncle from Singapore wanted to see Taj but being a foreigner he had to face many beggars and some fake NGO persons who were begging helo and funds ? I just want to inform taj authorities ban such people to enter and disturb others or forginrs like this . This uncultured behaviour made india a poor country in front of world . Hope my review made some impact .,,,,2,"Ludhiana, India",India,sidparul
Taj_NEG_6,19-Apr-19,Apr-19,5,April,April,"Lovely from the outside but disappointing inside . Far too many tourists and very rude professional photographers One was particularity nasty . My pre conceived impression was of a truly magnificent , larger palace type of building but this was small , dark and dirty and just another overstated tourist attraction that is not well maintained . Its just another box ticked as far as I am concerned . The mosque in Dubai was magnificent in every way and unforgettable unlike the taj .","outside,inside;tourists,""professional photographers"";$;""pre conceived impression"",building,""tourist attraction"";""box ticked"";""mosque in Dubai"",taj","1,-1;-1,-1;$;1,-1,-1;-1;1,-1","Lovely,disappointing;""too many"",""very rude"";$;""truly magnificent"",small:dark:dirty,overstated;$;magnificent:unforgettable:unlike",11,"Auckland, New Zealand",New Zealand,Bristowtraveler
Taj_NEG_14,18-Feb-19,Feb-19,5,February,February,"Our long awaited visit to the magnificent and beautiful Taj Mahal with an excellent and informative guide was truly ruined by seeing the condition of the starved , weak horses slipping and stumbling as they tried to pull the tourist laden Tonga carts on the totality unsuitable marble road surface leading to the front gate . We understand that in India most of the animals are slim and have work to do and we were generally impressed with how the animals were looked after in Rajasthan , however the condition of the horses and donkeys pulling these carts in Agra was very distressing and completely ruined our experience and memories of our visit to the Taj Mahal . Please DO NOT encourage this cruelty and inform your tour operator BEFORE you visit because if you just refuse the ride on the day , the guide and the horse owner will have already been paid . We were too distressed to take photographs of the terrible condition of these horses which we now regret as most also had sores from the harnesses and looked completely emaciated ! The short walk along the marble road is only a few minutes but if it is too far there are plenty of rickshaws which are far more suitable and ultimately will make for a more enjoyable overall experience .",,,,7,"St Albans, United Kingdom",United Kingdom,DottyDennis
Taj_NEG_15,12-Dec-18,Dec-18,3,December,December,"The building is nice , the price to enter way too much . If you want value for money and experience Taj in a nice way , better to go to the other side of the river where there is a park . Inside you will find only annoying people who are trying to annoy each other with taking pictures , .",,,,4,"Hoboken, Belgium",Belgium,jrgng
Taj_NEG_7,2-Apr-19,May-18,28,April,May,"Is the Taj Mahal beautiful , absolutely . Is it also terribly managed and a mess , absolutely . The city of Agra is absolutely disgusting , and clearly none of the money that is paid by visitors by the Taj does not go back into the town of Agra , or even to keeping up the Taj . When we visited , we left our hotel well before sunrise to arrive at the gates and ensure that we were one of the firt groups to arrive . It was already packed , and we did not visit in tourist season . On the walk to the ticket office , we walked by more trash than I have seen in India ( I have been here many many times , and even this amount was appalling ) beggars , and all different species of animals that were running wild and very poorly cared for . The most suprising were the horses that were giving people rides to the Taj , they were stick thin , and were clearly overused and abused , and not well fed or cared for . It was surprising that we could not drive up to the gates , but the reasoning was because the pollution was staining the Taj . But yet , you could drive up within .25 km of the monument itself , and immediately outside the gates were cars , and trash . The ban on cars was absolutely non-sensical . The beggars were bold and refused to hear a no from me , it required my male coworker to tell them no . Same goes for the hawkers running alongside us trying to sell us tiny chess sets and magnets . By the time we got in line , we were exhausted , overstimulated , and ready to leave . We waited in line for a long time to get through the laughable security , while monkeys on top of the building hooted and jumped around , and literally defecated on top of the awnings we were under . I know you cannot control monkeys , but there is nothing that can be done to prevent this experience ? Once we got inside , the building was breathtaking , for a minute . And then the insta-tourists revealed themselves , with their hair flips , hats , selfie sticks and hand holding poses . It actually took so long for us to move to the front of the queue of people trying to take photos with selfie sticks , it became more entertaining to watch them fight about who was going to get their selfie first . As we walked up to go into the mausoleam we had to put on booties over our shoes , which I am in support of . The monument should be treated as a wonder of the world . Unfortunately that is where the thoughfulness ended . As we walked up , the carpets were haphazardly laying around , halfway rolled up and causing the site to look like a mess , and preventing people from walking on them . Looking out over the river in the back is also an eye opening experience , as the trash that is piled up in back of the site is appalling , as is the trash floating down the river . Also , all the pools were empty , and very very dirty . And , no exaggeration , there are dead pigeons on the ledges inside the mausoleum . Does anyone give a hoot about this place ? Ultimately , it is a beautiful place , that will continue to be run down if the mis-management continues , and will spiral quickly as the tourists increase . I am not sure where the money from ticket sales go , but it clearly is not going to maintenance , cleaning or damages prevention .",,,,14,Warren,USA,toddalini
Taj_NEG_17,27-Oct-18,Oct-18,9,October,October,"You can not help but admire what it represents but I am flabbergasted that this is one of the 7 wonders . The symmetry of the mausoleum on one hand is admirable ( as in attention to detail ) but on the other hand it would be so much more impressive if each side told a different story . Its not like its not lavish enough for it to have not have indulged that extra thought . Inside is like a sweat box as everyone is walked round like cattle and there is therefore little time to take in the inner detail ( that and everyone flashing there cameras and taking selfies every 5 seconds - oh , Here I am picturing myself next to a grave - so classy am I ) Gardens etc were moderately well maintained at best . Generally clean but not pristine which it should be for the foreigner entrance price ( which is substantially greater than locals pay - reverse ethnic minority treatment ! . Saw it at sunset and do not get caught up in the over-hype . Going to build wor lass a she would at the end of the garden ( whilst she is STILL ALIVE ) ! and bask in the glory of enjoying it together .",,,,7,"England, United Kingdom",United Kingdom,Jet590618
Taj_NEG_8,23-Mar-19,Mar-19,16,March,March,"do not get me wrong the monument is stunning , but the organisation is absolutely diabolical and the poorly maintained streets leading up to it stink of urine . Foreigners pay 26x what locals pay but this includes access to the mausoleum and jumps the queues although its so poorly signed that you might end up in a queue anyway . Ticket sales staff are rude and try to short change you , be alert . Once you have your ticket collect your water and shoe covers and then prepare to fight off multiple guides , all claiming to be official government but wanting to charge up to 2000 rupees ( about 25 ) on top of the excessive foreigner fee of 1300 rupees ( about 15 ) . They continually used selling points ranging from using their services would allow us to skip the queues and use toilets for free ! Once in the queue , watch your pockets and possessions , I had a guy trying to get into my back pack . Security is haphazard and disorganised too . They confiscated mints but allow alcohol hand wash in ! Tripods are NOT allowed , but selfie sticks are . Once inside there are very few staff to help and guides all want paying just for pointing you in the correct direction . Even just sat relaxing to take in the impressive sight , we got suspicious characters sitting right next to us virtually touching us and our bags . Inside the mausoleum photography is not allowed and shoes must be covered . We found other ( local ) people being very disrespectful taking photos and even the guards were taking photos and accepting money . The streets outside were dangerous and full of shopkeepers trying to use every trick in the book to get you inside their shops , Tuktuks stopping every few seconds and no pavements . The area smelt of urine and the money earned from the tourist dollar most definately is not being invested back into the infrastructure . All in all this was once a must see modern wonder of the world but over exploitation of the life blood , Tourists , Would mean I advise anyone considering visiting to search for photos and videos online and spend their hard earned money elsewhere .",,,,174,"Manchester, United Kingdom",United Kingdom,chris0241
Taj_NEG_9,23-Mar-19,Mar-19,7,March,March,"Firstly , I have been in India touring for 3 months , I feel I am justified in my opinions . The actual monument is beautiful , but the city of Agra is a toilet . I am used to Indian levels of hygiene but to smell waste everywhere , even in the Taj is something else . Given the money that pours into this City , it it has the most garbage and pollution imaginable . The harassment by guides , shop owners , beggars , tuk tuk drivers , is immense here and that is saying something after 3 months here . Agra is so tout aggressive that we chose to spend the next day at our hotel instead of seeing other sites , it was the first time in our trip we had chosen not to site see . And I have a had a gut full of the foreigner fee everywhere in India , but the Taj at about 32 times higher fee than local , They see tourists as idiots with open wallets .","$;monument,Agra;$;garbage,pollution;guides,""shop owners"",beggars,""tuk tuk drivers"";Agra;fee","$;1,-1;$;-1,-1;-1,-1,-1,-1;-1;-1","$;beautiful,toilet;$;most,most;harassment,harassment,harassment,harassment;""tout aggressive"";""32 times higher""",215,"Adelaide, Australia",Australia,cdmm58
Taj_NEG_20,16-Sep-18,Sep-18,9,September,September,"for travellers , never travel without booking a rountrip taxi from your destination or hotel . If you want to explore on your own like self wondering this city private transport is not cooperative . The auto Rickshawalas are really THUG-cheaters in AGRA . I was accompanied with 75 yr male , for just a 4 hour accidental trip to Agra . After bargain Rickshawala never take you to desired gate of TAJ from where senior citizen has to walk minimun . Even Goverment appointed electric battery operataed vehicles are more interested in toggling passengers wait till they kill time for gossips . Inspite of dropping at parking lot , these Govt electric cars drop customers at BAR & restaurant for their incentive-share from hotel owner . Even in city if you go to places and the Auto wala feels that he has mistakenly told less fare-then he argues that i told fare per person basis so give me - fare x 3 per person , like 50 x 3 or 100 x3 ! , For good memories , take a car from delhi for a day or two via some good travel app , and enjoy world Heritage TAJ .",,,,9,"Surat, India",India,DrJigneshOrtho
Taj_NEG_21,29-Aug-18,Jul-18,13,August,July,"5 star monument with 1 star experienceBeautiful monument with a hell loads of annoying guides , street sellers and unwanted disturbances . On your way to the Taj itself the locals become a nuisance and steal the peace of mind . The monument is crowded throughout the year , maybe half the population of Agra visit it everyday as guides and photographers . Nothing much to do but just see the monument and make clich touristic pictures . It takes a lot of walking to explore the monument . The hygiene standards are very bad and it is best to not eat or drink anything around from outside shops and restaurants as the surrounding place stinks of urine . Be aware of monkeys as they are normally angry as they are teased by a lot of tourists and might because you harm . Sitting by the river side of Taj will give you some relaxation . Also you can spot some parrots . Visit the tourism office at the gate for all information and tickets . Plan your visit wisely and you might be able to get a nice picture for yourself . However the experience will be much better and wonderful without the local street sellers and guides eating your brains . TajMahal .",,,,5,none,none,Parag T
Taj_NEG_22,6-Aug-18,Aug-18,3,August,August,"Beware the female security guard who frisks people before entering the Taj . The first thing she did was grab my boobs , which I had not been expecting and which I have never experienced any security guard do in my life . Totally disgusting and ruined my experience .",,,,14,none,none,anon28_101
Taj_NEG_10,12-Mar-19,Mar-19,10,March,March,"The Taj Mahal itself is interesting but it is not as spectacular as i had thought . The pricing and management is horrible . 1300rupees is incredibly expensive for indian standards . I could sleep 4nights in a decent hostel or drink 130 cups of tea for the same . No student discount . You are not allowed to bring most items inside . A book for example has to be stored in a paid lockeroom . Agra in general was pretty bad . I would suggest to skip it . See jaipur , udaipur or else , there is much better places to go !","""Taj Mahal"";pricing,management;expensive;$;$;""most items inside"";book,lockeroom;Agra;""skip it"";jaipur,udaipur,places","0;-1,-1;-1;$;$;-1;0;-1,-1;-1;-1;1,1,-1","interesting:""not as spectacular"";horrible,horrible;incredibly;$;$;""not allowed"";$,paid;""pretty bad"";suggest;$,$,better",6,none,none,Cery_4231
Taj_NEG_24,9-Jul-18,Jul-18,1,July,July,"You cannont walk a meter without someone trying to sell you something , its not the come look at my store type , its the stand in front of you , follow you for 5 mins harrasment and it just goes on , the entire time your there , every second .",,,,22,"Oxford, England, United Kingdom",United Kingdom,Peter L
Taj_NEG_11,28-Feb-19,Dec-18,12,February,December,"Taj Mahal is nice enough but is about a two hour ride from Dehli to get there . Even though you are on a major highway , expect to weave around among the Indian traffic and animals . On the journey , take a face mask for the pollution . Factories and brick kilns because the air to look like fog but really is pollution . l There were about 10,000 people there that day to tour the Taj Mahal . People who look like obvious foreigners are required to buy the VIP pass . it is well worth it to pay the extra for a VIP pass because you go through a special faster line with fewer people to get into the grounds and later to get into the Taj Mahal itself . While it was pretty , I cannot say that it was enjoyable because of all the people . Once you are inside the Taj Mahal the VIP pass does not do anything for you . You will be 4 or 5 people across and back to back with those in front and behind you . Also , before you go through the paid gate , be on watch of your possessions . Lots of panhandlers aggressively hawking you .",,,,28,Texas,United States of America,Kathryn S
Taj_NEG_12,19-Feb-19,Feb-19,5,February,February,We were there in after noon by 2 p.m a huge crowd and just to avoid too many guides we hired 1 old age guy so that we can get good knowledge and view . My uncle from Singapore wanted to see Taj but being a foreigner he had to face many beggars and some fake NGO persons who were begging helo and funds ? I just want to inform taj authorities ban such people to enter and disturb others or forginrs like this . This uncultured behaviour made india a poor country in front of world . Hope my review made some impact .,,,,2,"Ludhiana, India",India,sidparul
Taj_NEG_27,18-Mar-18,Mar-18,31,March,March,"I never wrote a review for my first trip but decided it was necessary for this trip . If you are going with a large guided trip then this may not apply to you but as a small group driving your own car , read on . Firstly , get there as EARLY as possible , the crowd explodes around noon and it is not even pleasant near that time for walking inside the Taj Mahal itself . it is 100 rupees to park at the east or west car park , since the entire area is based on symmetry , they are exactly alike and just go to the one closest for you . You will instantaneously be picked up in the park by a team consisting of an electric bike with driver , and a tour guide . They will take you directly to the Taj Mahal entrance from your car if you so choose , for 100-150 rupees . While on the ride , the tour guide will offer you his services and show you his guide ID card with two different prices , one for Indian and one for foreigners 1,200 , and 2,275 rupees respectively . He will likely offer you the Indian price if you are hesitant , and pretty much force you into buying his services . If it is at peak hours , he really will get you through all of the lines quickly but his pitch about the lower price is a flat out lie and when it comes time to pay he will still charge foreigners price and expect a tip for the VIP package . Both times I went I had that exact scenario . The ticket for entry is 1,000 rupees for North Americans , Australians and Europeans , 550 for Asian and South Americans . Plus 10 rupees per person for shoe covers and a bottle of water . You will then proceed to the Royal Gate and have a little story time outside , then go up to the gate for photos , where you will be swarmed with that tour guides photographer friends to sell you their services , and I mean hounded , then upon entering the courtyard you will again be hounded by photographers every step of the way until about midway to Taj Mahal itself . Up to you if you want it , they give photos in a decent little album after your tour is done , also on CD or USB for varying prices starting near 2,000 rupees . Congratulations , you have made it through the hustlers , for now . But inside the Taj Mahal there will be a security guy on the other side of the fence , he will show you how the marble looks with a flashlight and shout your name so you can hear the echo , then he will expect a small tip for his services , we gave 10 rupees and he was okay with it . After finishing the inside tour , hearing the history and seeing the incredible craftsmanship , which is what you actually came for , including the guest house and mosque , the really negative things begin . The tour guide will immediately begin talking up the 17 generations of craftsmen , this is all to get you interested in their sales , which will be friends of his that he has colluded with to make sales . You will depart through a side gate into the workers colony , which is beyond sketchy ( keep you hand on your wallet and phone pockets at all times here ) . The ATM is conveniently located right out the gate and amid hundreds of people from ages 4 to 104 shouting at you to buy their cups or fridge magnets . This is the art of the tour I tried to avoid the second time but the tour guide will have nothing of the sort . He will take you to a shop where they will try to sell you many things made from marble and pretty stones , which are very nice but I paid 100 US dollars for a 2 inch elephant , after haggling . The prices are absolutely unbelievably high . After leaving the shops things get even more sketchy as the route is full of twists , turns and suspicious looking guys pretending to talk on phones while watching your every more , do not stop , do not talk , just go back to your car . After the exit you will arrive right back at the ticket area and will need to buy another ride back to the car park , and pay your guide . When you get back to the car park the hustlers will try everything in their power to get you to buy ANYTHING , all the way to the car , and at your window . Probably a good time to mention that if you parked in an actual parking space , by now you are very likely boxed in by a parallel parked car , which may or may not be in neutral for you to move it and depart . For us it was luckily the former . All in all the place is lovely . But , the hustlers and hagglers , and general pushiness of everyone to get you to buy extras made us extremely frustrated on both ends of the tour . Outside the Taj Mahal afterwards feels like you are swimming in chummed water during Shark Week , and completely ruins the experience .",,,,5,none,none,Cameron F
Taj_NEG_28,13-Mar-18,Mar-18,1,March,March,Too busy one of those awful experience of something so famous but not really wort it would not recommend to anyone very tiring .,,,,11,none,none,Lolita C
